year,entity,entity2,county
1853,Smithsonian Institution: 1,Smithsonian Institution, 1
1853,Institution: 2,Institution, 2
1853,the General Government: 6,the General Government, 6
1853,the National Treasury: 1,the National Treasury, 1
1853,Jackson: 1,Jackson, 1
1853,General Governments: 1,General Governments, 1
1853,the Rocky Mountains: 1,the Rocky Mountains, 1
1853,Mississippi: 1,Mississippi, 1
1853,the Pacific Ocean: 1,the Pacific Ocean, 1
1853,Isthmus: 1,Isthmus, 1
1853,Pacific: 3,Pacific, 3
1853,Atlantic States: 1,Atlantic States, 1
1853,Territory: 2,Territory, 2
1853,Atlantic: 1,Atlantic, 1
1853,the Union of these States: 1,the Union of these States, 1
1853,North: 1,North, 1
1853,their united valor: 1,their united valor, 1
1853,the War of 1812: 1,the War of 1812, 1
1853,us: 1,us, 1
1853,"Congress of March 2, 1853: 1","Congress of March 2, 1853", 1
1853,Ariadne: 1,Ariadne, 1
1853,Matanzas: 1,Matanzas, 1
1853,Alabama: 1,Alabama, 1
1854,the State of California: 2,the State of California, 2
1854,Mexico: 27,Mexico, 27
1854,the United States: 141,the United States, 141
1854,andWhereas: 1,andWhereas, 1
1854,Franklin Pierce: 1,Franklin Pierce, 1
1854,Washington: 28,Washington, 28
1854,the Independence of the United States: 2,the Independence of the United States, 2
1854,FRANKLIN PIERCE.By: 1,FRANKLIN PIERCE.By, 1
1854,W.L. MARCY: 1,W.L. MARCY, 1
1854,State: 46,State, 46
1854,Senate: 31,Senate, 31
1854,the Mexican Republic: 7,the Mexican Republic, 7
1854,the City of Mexico: 1,the City of Mexico, 1
1854,the Republic of Mexico: 1,the Republic of Mexico, 1
1854,Mexican: 7,Mexican, 7
1854,Treasury: 14,Treasury, 14
1854,The United States: 2,The United States, 2
1854,the United States of America: 2,the United States of America, 2
1854,the United Mexican States: 1,the United Mexican States, 1
1854,the Isthmus of Tehuantepec: 1,the Isthmus of Tehuantepec, 1
1854,American: 14,American, 14
1854,Jos&eacute: 1,Jos&eacute, 1
1854,Garay: 1,Garay, 1
1854,Government: 11,Government, 11
1854,the Mexican Government: 3,the Mexican Government, 3
1854,Great Britain: 21,Great Britain, 21
1854,Tehuantepec: 2,Tehuantepec, 2
1854,House of Representatives: 4,House of Representatives, 4
1854,Navy: 7,Navy, 7
1854,the House of Representatives: 14,the House of Representatives, 14
1854,Atlantic: 10,Atlantic, 10
1854,Pacific: 10,Pacific, 10
1854,the Republics of New Granada: 1,the Republics of New Granada, 1
1854,Nicaragua: 13,Nicaragua, 13
1854,Central America: 12,Central America, 12
1854,North and South America: 1,North and South America, 1
1854,the Isthmus of Suez: 1,the Isthmus of Suez, 1
1854,Europe: 11,Europe, 11
1854,the Territories of Oregon: 1,the Territories of Oregon, 1
1854,California: 15,California, 15
1854,the Republic of New Granada: 2,the Republic of New Granada, 2
1854,New Granada: 2,New Granada, 2
1854,Isthmus: 13,Isthmus, 13
1854,Chagres: 1,Chagres, 1
1854,Panama: 3,Panama, 3
1854,Pacific States: 2,Pacific States, 2
1854,"the States of Guatemala, Salvador: 1","the States of Guatemala, Salvador", 1
1854,Honduras: 4,Honduras, 4
1854,Costa Rica: 2,Costa Rica, 2
1854,Republic of Central America: 1,Republic of Central America, 1
1854,the Central American States: 1,the Central American States, 1
1854,America: 9,America, 9
1854,the States of Nicaragua: 1,the States of Nicaragua, 1
1854,Paramount: 1,Paramount, 1
1854,European: 3,European, 3
1854,the States of Central America: 2,the States of Central America, 2
1854,Guadalupe Hidalgo: 1,Guadalupe Hidalgo, 1
1854,the British Government: 2,the British Government, 2
1854,San Juan del Norte: 3,San Juan del Norte, 3
1854,the State of Nicaragua: 2,the State of Nicaragua, 2
1854,Indians: 3,Indians, 3
1854,Spain: 14,Spain, 14
1854,Spanish: 4,Spanish, 4
1854,the State of Honduras: 1,the State of Honduras, 1
1854,Houses of Congress: 2,Houses of Congress, 2
1854,Congress: 120,Congress, 120
1854,the Spanish American Republics: 2,the Spanish American Republics, 2
1854,the Republics of Mexico: 1,the Republics of Mexico, 1
1854,the European States from America: 1,the European States from America, 1
1854,British: 10,British, 10
1854,France: 19,France, 19
1854,San Juan de Uloa: 1,San Juan de Uloa, 1
1854,Vera Cruz: 1,Vera Cruz, 1
1854,Frenchmen: 1,Frenchmen, 1
1854,Asia: 1,Asia, 1
1854,Africa: 17,Africa, 17
1854,the American Government: 2,the American Government, 2
1854,Constitution: 38,Constitution, 38
1854,American Republics: 1,American Republics, 1
1854,Suffice: 1,Suffice, 1
1854,Governments: 2,Governments, 2
1854,the Central American Republics: 1,the Central American Republics, 1
1854,the Republic of Nicaragua: 4,the Republic of Nicaragua, 4
1854,the Republic: 1,the Republic, 1
1854,the Governments of Europe: 1,the Governments of Europe, 1
1854,Rivas: 3,Rivas, 3
1854,Republic: 1,Republic, 1
1854,the Nicaragua Transit Company: 2,the Nicaragua Transit Company, 2
1854,the Government of Nicaragua: 1,the Government of Nicaragua, 1
1854,the Government of Spain: 1,the Government of Spain, 1
1854,Cuba: 5,Cuba, 5
1854,States: 64,States, 64
1854,the Black Warrior: 1,the Black Warrior, 1
1854,the Spanish Government: 2,the Spanish Government, 2
1854,Executive: 1,Executive, 1
1854,the General Government: 24,the General Government, 24
1854,the Federal Government: 8,the Federal Government, 8
1854,the Missouri Compromise: 39,the Missouri Compromise, 39
1854,Douglas: 32,Douglas, 32
1854,KEEP: 4,KEEP, 4
1854,Virginia: 7,Virginia, 7
1854,Ohio: 13,Ohio, 13
1854,Indiana: 6,Indiana, 6
1854,Illinois: 33,Illinois, 33
1854,Michigan: 2,Michigan, 2
1854,Wisconsin: 2,Wisconsin, 2
1854,the State of Kentucky: 2,the State of Kentucky, 2
1854,North Carolina: 2,North Carolina, 2
1854,the State of Tennessee: 2,the State of Tennessee, 2
1854,South Carolina: 14,South Carolina, 14
1854,Georgia: 2,Georgia, 2
1854,Mississippi: 13,Mississippi, 13
1854,Alabama: 4,Alabama, 4
1854,Connecticut: 2,Connecticut, 2
1854,Giddings: 2,Giddings, 2
1854,the Articles of Confederation: 2,the Articles of Confederation, 2
1854,Jefferson: 6,Jefferson, 6
1854,the Declaration of Independence: 6,the Declaration of Independence, 6
1854,Virginian: 2,Virginian, 2
1854,the Virginia Legislature: 2,the Virginia Legislature, 2
1854,Thenceforward: 2,Thenceforward, 2
1854,the State of Wisconsin: 2,the State of Wisconsin, 2
1854,Independence: 2,Independence, 2
1854,the State of Virginia: 2,the State of Virginia, 2
1854,congress: 8,congress, 8
1854,Nebraska: 129,Nebraska, 129
1854,Louisiana: 7,Louisiana, 7
1854,Arkansas: 10,Arkansas, 10
1854,Missouri: 88,Missouri, 88
1854,Iowa: 10,Iowa, 10
1854,Minnesota: 10,Minnesota, 10
1854,Kansas: 12,Kansas, 12
1854,French: 6,French, 6
1854,New Orleans: 2,New Orleans, 2
1854,St. Louis: 2,St. Louis, 2
1854,North: 22,North, 22
1854,the Ordinance of ': 4,the Ordinance of ', 4
1854,Texas: 18,Texas, 18
1854,Florida: 2,Florida, 2
1854,West: 7,West, 7
1854,it:&ldquo;The Missouri Compromise: 2,Henry Clay, 2
1854,Henry Clay: 2,Clay, 12
1854,Clay: 12,Compromise, 2
1854,disturb.&rdquo;I: 2,disturb.&rdquo;I, 2
1854,Polk: 3,Polk, 3
1854,David Wilmot: 2,David Wilmot, 2
1854,democrat: 2,democrat, 2
1854,Pennsylvania: 4,Pennsylvania, 4
1854,House: 6,House, 6
1854,The &ldquo;Wilmot: 2,The &ldquo;Wilmot, 2
1854,New Mexico: 30,New Mexico, 30
1854,Utah: 30,Utah, 30
1854,the Wilmot Proviso: 12,the Wilmot Proviso, 12
1854,the Pacific ocean: 1,the Pacific ocean, 1
1854,South: 14,South, 14
1854,Proviso: 4,Proviso, 4
1854,Southern: 8,Southern, 8
1854,the District of Columbia: 16,the District of Columbia, 16
1854,East: 2,East, 2
1854,Presidential: 2,Presidential, 2
1854,democrats: 2,democrats, 2
1854,the Illinois Legislature: 2,the Illinois Legislature, 2
1854,United States: 2,United States, 2
1854,republican: 4,republican, 4
1854,African: 14,African, 14
1854,Missouri Compromise: 10,Missouri Compromise, 10
1854,the Union as States: 2,the Union as States, 2
1854,the moon: 2,the moon, 2
1854,District: 2,District, 2
1854,the Resolutions of the Illinois Legislature: 2,the Resolutions of the Illinois Legislature, 2
1854,Northern: 2,Northern, 2
1854,Delaware: 1,Delaware, 1
1854,Maryland: 3,Maryland, 3
1854,Kentucky: 2,Kentucky, 2
1854,WHOLLY: 2,WHOLLY, 2
1854,the &ldquo;slave-dealers&rdquo: 2,the &ldquo;slave-dealers&rdquo, 2
1854,Our Declaration of Independence: 2,Our Declaration of Independence, 2
1854,NECESSITY: 2,NECESSITY, 2
1854,the States of Nebraska: 2,the States of Nebraska, 2
1854,Representatives: 2,Representatives, 2
1854,the States of South Carolina: 2,the States of South Carolina, 2
1854,Maine: 14,Maine, 14
1854,South Carolinian: 2,South Carolinian, 2
1854,EQUAL: 2,EQUAL, 2
1854,keepers?I: 2,keepers?I, 2
1854,GREAT: 2,GREAT, 2
1854,it.&rdquo;It: 2,it.&rdquo;It, 2
1854,Union: 2,Union, 2
1854,Discord: 2,Discord, 2
1854,FRONT: 2,FRONT, 2
1854,ASPECT: 2,ASPECT, 2
1854,Missourians: 2,Missourians, 2
1854,WITHOUT: 2,WITHOUT, 2
1854,Union?The: 2,Union?The, 2
1854,COMPROMISE: 2,COMPROMISE, 2
1854,Canada: 2,Canada, 2
1854,PRINCIPLE: 4,PRINCIPLE, 4
1854,Territory: 3,Territory, 3
1854,&amp;c: 2,&amp;c, 2
1854,WOULD: 2,WOULD, 2
1854,the Mississippi Territory: 1,the Mississippi Territory, 1
1854,the States of Mississippi: 2,the States of Mississippi, 2
1854,AMERICAN CITIZENS: 2,AMERICAN CITIZENS, 2
1854,Brazil: 3,Brazil, 3
1854,Pettit: 2,Pettit, 2
1854,the Declaration of Independence &ldquo;a: 2,the Declaration of Independence &ldquo;a, 2
1854,forty: 2,forty, 2
1854,Nebraska Senators: 2,Nebraska Senators, 2
1854,Marion: 2,Marion, 2
1854,Southerners: 2,Southerners, 2
1854,Andre: 4,Andre, 4
1854,Independence Hall: 2,Independence Hall, 2
1854,Americans: 4,Americans, 4
1854,pieces&rdquo: 2,pieces&rdquo, 2
1854,Springfield: 2,Springfield, 2
1854,INTENDED: 2,INTENDED, 2
1854,EFFECT: 2,EFFECT, 2
1854,south east: 2,south east, 2
1854,Kaskaskia: 2,Kaskaskia, 2
1854,the &ldquo;Divine: 2,the &ldquo;Divine, 2
1854,Webster: 8,Webster, 8
1854,Nebraska &ldquo;perfectly free&rdquo: 2,Nebraska &ldquo;perfectly free&rdquo, 2
1854,EXPRESS: 2,EXPRESS, 2
1854,WHOLE: 2,WHOLE, 2
1854,Oregon: 4,Oregon, 4
1854,H.R.: 2,H.R., 2
1854,Charles Allen: 2,Charles Allen, 2
1854,Massachusetts: 2,Massachusetts, 2
1854,Richard Yates: 2,Richard Yates, 2
1854,Adam: 2,Adam, 2
1854,Phillips: 2,Phillips, 2
1854,Napoleon: 2,Napoleon, 2
1854,earth: 3,earth, 3
1854,Lo: 2,Lo, 2
1854,Gentiles: 2,Gentiles, 2
1854,Nebraska&mdash;and: 1,Nebraska&mdash;and, 1
1854,"Liberia,&mdash;to: 1","Liberia,&mdash;to", 1
1854,go&mdash;is: 1,go&mdash;is, 1
1854,compensated&mdash;paid: 1,compensated&mdash;paid, 1
1854,States&mdash;Delaware: 1,States&mdash;Delaware, 1
1854,Missouri&mdash;and: 1,Missouri&mdash;and, 1
1854,live&mdash;these: 1,live&mdash;these, 1
1854,countrymen&mdash;Americans: 1,countrymen&mdash;Americans, 1
1854,territories&mdash;not States: 1,territories&mdash;not States, 1
1854,particular&mdash;in: 1,particular&mdash;in, 1
1854,Fellow-Citizens of the Senate: 1,Fellow-Citizens of the Senate, 1
1854,Christendom: 2,Christendom, 2
1854,the War of our Independence: 1,the War of our Independence, 1
1854,the French Revolution: 1,the French Revolution, 1
1854,States of Europe: 1,States of Europe, 1
1854,Europe Great: 1,Europe Great, 1
1854,Britain: 1,Britain, 1
1854,Russia: 1,Russia, 1
1854,The King of the Two Sicilies: 1,The King of the Two Sicilies, 1
1854,Naples: 1,Naples, 1
1854,The King of Prussia: 1,The King of Prussia, 1
1854,Army: 9,Army, 9
1854,North American Provinces: 2,North American Provinces, 2
1854,St. Lawrence: 1,St. Lawrence, 1
1854,the Treasury Department: 1,the Treasury Department, 1
1854,the British Provinces: 1,the British Provinces, 1
1854,The Provinces of Canada: 1,The Provinces of Canada, 1
1854,New Brunswick: 1,New Brunswick, 1
1854,Her Britannic Majesty: 1,Her Britannic Majesty, 1
1854,the Hudsons Bay Company: 2,the Hudsons Bay Company, 2
1854,the Pugets Sound Agricultural Company: 1,the Pugets Sound Agricultural Company, 1
1854,Columbia: 1,Columbia, 1
1854,San Francisco: 2,San Francisco, 2
1854,the French Government: 2,the French Government, 2
1854,London: 2,London, 2
1854,Madrid: 1,Madrid, 1
1854,Paris: 1,Paris, 1
1854,Denmark: 3,Denmark, 3
1854,Sound: 1,Sound, 1
1854,the Government of Denmark: 1,the Government of Denmark, 1
1854,the Empire of Japan: 1,the Empire of Japan, 1
1854,the States of that Republic: 1,the States of that Republic, 1
1854,the Argentine Confederation: 1,the Argentine Confederation, 1
1854,the Republics of Uruguay: 1,the Republics of Uruguay, 1
1854,Paraguay: 1,Paraguay, 1
1854,La Plata: 1,La Plata, 1
1854,Amazon: 1,Amazon, 1
1854,San Juan: 4,San Juan, 4
1854,Lake Nicaragua: 1,Lake Nicaragua, 1
1854,Greytown: 6,Greytown, 6
1854,Mosquito Indians: 1,Mosquito Indians, 1
1854,Punta Arenas: 5,Punta Arenas, 5
1854,the Transit Company: 2,the Transit Company, 2
1854,Northern Light: 1,Northern Light, 1
1854,New York: 1,New York, 1
1854,Justice: 1,Justice, 1
1854,Cyane: 6,Cyane, 6
1854,Britannic Majesty's: 1,Britannic Majesty's, 1
1854,Bermuda: 1,Bermuda, 1
1854,Executive Departments: 1,Executive Departments, 1
1854,Oswego: 1,Oswego, 1
1854,Toledo: 1,Toledo, 1
1854,Sandusky: 1,Sandusky, 1
1854,Milwaukee: 1,Milwaukee, 1
1854,the Postmaster-General: 1,the Postmaster-General, 1
1854,the Department for: 1,the Department for, 1
1854,"Congress of June 23, 1854: 1","Congress of June 23, 1854", 1
1854,the Post-Office Department: 1,the Post-Office Department, 1
1854,the Postmaster General: 1,the Postmaster General, 1
1854,eleven States of this Union: 1,eleven States of this Union, 1
1854,eleven States: 1,eleven States, 1
1854,this Republic of the United States of America: 1,this Republic of the United States of America, 1
1854,these United States: 1,these United States, 1
1854,Houses: 1,Houses, 1
1854,John Quincy Adams: 1,John Quincy Adams, 1
1854,the General Government Congress: 1,the General Government Congress, 1
1854,J. Q. Adams: 1,J. Q. Adams, 1
1854,superintending: 1,superintending, 1
1854,the National Treasury: 1,the National Treasury, 1
1854,the Government of the United States: 1,the Government of the United States, 1
1854,the State Governments: 1,the State Governments, 1
1854,argument&#39;s: 1,argument&#39;s, 1
1854,Presque Isle: 1,Presque Isle, 1
1854,Lake Erie: 1,Lake Erie, 1
1854,Plymouth Beach: 1,Plymouth Beach, 1
1854,Massachusetts Bay: 1,Massachusetts Bay, 1
1854,Jackson: 3,Jackson, 3
1854,Presidents Jefferson: 1,Presidents Jefferson, 1
1854,Madison: 1,Madison, 1
1854,Monroe: 1,Monroe, 1
1854,Valley: 1,Valley, 1
1854,North America: 1,North America, 1
1854,The Congress of the Union: 1,The Congress of the Union, 1
1854,Confederation: 1,Confederation, 1
1854,Territories: 3,Territories, 3
1854,new States: 1,new States, 1
1854,the Supreme Court: 3,the Supreme Court, 3
1854,the Great Lakes: 2,the Great Lakes, 2
1854,England: 2,England, 2
1854,the States or Territories of the Union: 1,the States or Territories of the Union, 1
1855,Fellow-Citizens of the Senate: 1,Fellow-Citizens of the Senate, 1
1855,the House of Representatives: 1,the House of Representatives, 1
1855,the United States: 60,the United States, 60
1855,Congress: 25,Congress, 25
1855,Senate: 8,Senate, 8
1855,House of Representatives: 1,House of Representatives, 1
1855,Constitution: 22,Constitution, 22
1855,Great Britain: 29,Great Britain, 29
1855,Central America: 10,Central America, 10
1855,Nicaragua: 5,Nicaragua, 5
1855,Costa Rica: 5,Costa Rica, 5
1855,the Mosquito Coast: 5,the Mosquito Coast, 5
1855,Republic of Central America: 1,Republic of Central America, 1
1855,British: 5,British, 5
1855,Balize: 6,Balize, 6
1855,the State of Nicaragua: 3,the State of Nicaragua, 3
1855,the State of Honduras: 2,the State of Honduras, 2
1855,the Bay Islands: 3,the Bay Islands, 3
1855,State: 19,State, 19
1855,the States of Central America: 1,the States of Central America, 1
1855,American: 2,American, 2
1855,London: 1,London, 1
1855,Indians: 4,Indians, 4
1855,Spain: 9,Spain, 9
1855,Europe: 7,Europe, 7
1855,America: 4,America, 4
1855,the Central American States: 3,the Central American States, 3
1855,Atlantic: 1,Atlantic, 1
1855,San Juan del Norte: 1,San Juan del Norte, 1
1855,Mosqttito: 1,Mosqttito, 1
1855,Jamaica: 1,Jamaica, 1
1855,Canada: 1,Canada, 1
1855,British Government: 2,British Government, 2
1855,Governments to Central America: 1,Governments to Central America, 1
1855,Carry: 1,Carry, 1
1855,the Central American States of: 1,the Central American States of, 1
1855,Honduras: 1,Honduras, 1
1855,the British Government: 6,the British Government, 6
1855,Mosquito Indians: 1,Mosquito Indians, 1
1855,The United States: 1,The United States, 1
1855,premises: 1,premises, 1
1855,The British Government: 1,The British Government, 1
1855,Russia: 3,Russia, 3
1855,France: 3,France, 3
1855,the British Parliament: 1,the British Parliament, 1
1855,Halifax: 1,Halifax, 1
1855,the British Province: 1,the British Province, 1
1855,the North American Provinces: 1,the North American Provinces, 1
1855,Washington: 5,Washington, 5
1855,the Hudsons Bay Company: 1,the Hudsons Bay Company, 1
1855,the Pugets Sound Agricultural Company: 1,the Pugets Sound Agricultural Company, 1
1855,Oregon: 1,Oregon, 1
1855,Newfoundland: 1,Newfoundland, 1
1855,British North American Provinces: 1,British North American Provinces, 1
1855,North American Provinces: 1,North American Provinces, 1
1855,Denmark: 7,Denmark, 7
1855,Kingdom: 2,Kingdom, 2
1855,Americans: 2,Americans, 2
1855,the Baltic Sea: 1,the Baltic Sea, 1
1855,Sound: 5,Sound, 5
1855,The Barbary States: 1,The Barbary States, 1
1855,Mediterranean: 1,Mediterranean, 1
1855,the Barbary States: 1,the Barbary States, 1
1855,the Baltic Sound: 1,the Baltic Sound, 1
1855,Belts: 1,Belts, 1
1855,Baltic: 3,Baltic, 3
1855,the Governments of Europe: 2,the Governments of Europe, 2
1855,French: 1,French, 1
1855,San Francisco: 1,San Francisco, 1
1855,Governments: 2,Governments, 2
1855,the Kingdom of Greece: 1,the Kingdom of Greece, 1
1855,Athens: 1,Athens, 1
1855,Black Warrior: 1,Black Warrior, 1
1855,Havana: 1,Havana, 1
1855,Cuba: 2,Cuba, 2
1855,the supreme authority: 1,the supreme authority, 1
1855,The Spanish Government: 1,The Spanish Government, 1
1855,El Dorado: 1,El Dorado, 1
1855,the Spanish Government: 1,the Spanish Government, 1
1855,Government: 5,Government, 5
1855,the Mexican Republic: 1,the Mexican Republic, 1
1855,that Republic end: 1,that Republic end, 1
1855,the American Republics: 1,the American Republics, 1
1855,the Mexican States: 1,the Mexican States, 1
1855,Lower California: 1,Lower California, 1
1855,the Kingdom of the Two Sicilies: 1,the Kingdom of the Two Sicilies, 1
1855,the Hawaiian Kingdom: 1,the Hawaiian Kingdom, 1
1855,Treasury: 6,Treasury, 6
1855,Mexico: 2,Mexico, 2
1855,Texas: 2,Texas, 2
1855,the Federal Government: 3,the Federal Government, 3
1855,Army: 2,Army, 2
1855,Indian: 2,Indian, 2
1855,War: 1,War, 1
1855,Navy: 3,Navy, 3
1855,the Department for the last fiiscal year: 1,the Department for the last fiiscal year, 1
1855,the Postmaster-General: 1,the Postmaster-General, 1
1855,Interior: 1,Interior, 1
1855,States: 41,States, 41
1855,the General Government: 9,the General Government, 9
1855,Georgetown: 1,Georgetown, 1
1855,the Territories of Oregon: 1,the Territories of Oregon, 1
1855,Territories: 1,Territories, 1
1855,the Territory of Kansas: 1,the Territory of Kansas, 1
1855,the Federal Executive: 1,the Federal Executive, 1
1855,Territory: 4,Territory, 4
1855,Missouri: 4,Missouri, 4
1855,New Mexico: 3,New Mexico, 3
1855,Asia: 1,Asia, 1
1855,these United States: 1,these United States, 1
1855,Executive: 1,Executive, 1
1855,the Declaration of Independence: 1,the Declaration of Independence, 1
1855,the War of the Revolution: 1,the War of the Revolution, 1
1855,a Federal Republic: 1,a Federal Republic, 1
1855,African: 1,African, 1
1855,European: 2,European, 2
1855,The Congress of the United States: 1,The Congress of the United States, 1
1855,congress: 1,congress, 1
1855,the Old World: 1,the Old World, 1
1855,Southern: 2,Southern, 2
1855,the Northern States: 5,the Northern States, 5
1855,South: 7,South, 7
1855,North: 4,North, 4
1855,Chief Magistrate: 1,Chief Magistrate, 1
1855,the Southern States: 3,the Southern States, 3
1855,Territories of: 1,Territories of, 1
1855,Ohio: 3,Ohio, 3
1855,the Congress of the Confederation: 1,the Congress of the Confederation, 1
1855,the State of Virginia: 1,the State of Virginia, 1
1855,Louisiana: 8,Louisiana, 8
1855,Mississippi: 4,Mississippi, 4
1855,the Gulf of Mexico: 2,the Gulf of Mexico, 2
1855,Valley: 1,Valley, 1
1855,Confederation: 2,Confederation, 2
1855,East: 1,East, 1
1855,Florida: 2,Florida, 2
1855,Southern States: 1,Southern States, 1
1855,the Republic of Texas: 2,the Republic of Texas, 2
1855,Representatives: 3,Representatives, 3
1855,Houses of Congress: 1,Houses of Congress, 1
1855,the State of Texas: 1,the State of Texas, 1
1855,republican: 2,republican, 2
1855,Guadalupe Hidalgo: 1,Guadalupe Hidalgo, 1
1855,new States: 1,new States, 1
1855,Country: 1,Country, 1
1855,the Territories of Nebraska: 1,the Territories of Nebraska, 1
1855,Kansas: 1,Kansas, 1
1855,Utah: 2,Utah, 2
1855,Territorial: 1,Territorial, 1
1855,the Constitution of the United States: 1,the Constitution of the United States, 1
1855,Africans: 1,Africans, 1
1856,Kansas: 19,Kansas, 19
1856,the Territories of Nebraska: 3,the Territories of Nebraska, 3
1856,Congress: 58,Congress, 58
1856,Territory: 64,Territory, 64
1856,the General Government: 8,the General Government, 8
1856,State: 23,State, 23
1856,Constitution: 25,Constitution, 25
1856,States: 36,States, 36
1856,republican: 3,republican, 3
1856,the United States: 68,the United States, 68
1856,the Constitution of the United States: 4,the Constitution of the United States, 4
1856,Army: 14,Army, 14
1856,Navy: 5,Navy, 5
1856,Territories: 6,Territories, 6
1856,Nebraska: 6,Nebraska, 6
1856,the Territory of Kansas: 10,the Territory of Kansas, 10
1856,the house of representatives for: 1,the house of representatives for, 1
1856,the Federal Executive: 2,the Federal Executive, 2
1856,Delegate: 6,Delegate, 6
1856,the House of Representatives: 3,the House of Representatives, 3
1856,Missouri: 4,Missouri, 4
1856,the house of representatives: 1,the house of representatives, 1
1856,the organic law: 1,the organic law, 1
1856,Pawnee City: 4,Pawnee City, 4
1856,Kickapoo: 1,Kickapoo, 1
1856,the Shawnee Mission: 4,the Shawnee Mission, 4
1856,Fort Leavenworth: 3,Fort Leavenworth, 3
1856,The organic act: 1,The organic act, 1
1856,the organic act: 3,the organic act, 3
1856,the States of California: 1,the States of California, 1
1856,Michigan: 1,Michigan, 1
1856,Executive: 4,Executive, 4
1856,North and South: 1,North and South, 1
1856,the United States of America: 1,the United States of America, 1
1856,"A Proclamation
Whereas: 1","A Proclamation
Whereas", 1
1856,Franklin Pierce: 1,Franklin Pierce, 1
1856,Washington: 2,Washington, 2
1856,the Independence of the United States: 1,the Independence of the United States, 1
1856,FRANKLIN: 1,FRANKLIN, 1
1856,PIERCE: 1,PIERCE, 1
1856,W. L. MARCY: 1,W. L. MARCY, 1
1856,Fellow-Citizens of the Senate: 2,Fellow-Citizens of the Senate, 2
1856,House of Representatives: 1,House of Representatives, 1
1856,Houses: 1,Houses, 1
1856,War: 1,War, 1
1856,the Territories of Washington: 2,the Territories of Washington, 2
1856,Oregon: 2,Oregon, 2
1856,Indians: 4,Indians, 4
1856,the State of Texas: 2,the State of Texas, 2
1856,New Mexico: 1,New Mexico, 1
1856,Florida: 1,Florida, 1
1856,the Rocky Mountains: 1,the Rocky Mountains, 1
1856,Government: 9,Government, 9
1856,Houses of Congress: 1,Houses of Congress, 1
1856,America: 4,America, 4
1856,Chief Magistrate: 1,Chief Magistrate, 1
1856,the States of the Union as States: 1,the States of the Union as States, 1
1856,these United States: 2,these United States, 2
1856,North or: 1,North or, 1
1856,South: 6,South, 6
1856,East: 1,East, 1
1856,West: 1,West, 1
1856,Europe: 5,Europe, 5
1856,Asia: 1,Asia, 1
1856,the Southern States: 5,the Southern States, 5
1856,North: 7,North, 7
1856,the Government of the United States: 1,the Government of the United States, 1
1856,the Northern States: 7,the Northern States, 7
1856,Negro: 1,Negro, 1
1856,the organization of Territorial: 1,the organization of Territorial, 1
1856,the State of Maine: 2,the State of Maine, 2
1856,Massachusetts: 1,Massachusetts, 1
1856,France: 7,France, 7
1856,Louisiana: 1,Louisiana, 1
1856,the Union of the United States: 1,the Union of the United States, 1
1856,the Federal Constitution: 1,the Federal Constitution, 1
1856,the States of the Union: 2,the States of the Union, 2
1856,Mexico: 3,Mexico, 3
1856,the State of California: 1,the State of California, 1
1856,the Territories of New Mexico: 1,the Territories of New Mexico, 1
1856,Utah: 1,Utah, 1
1856,the Territories of Kansas: 3,the Territories of Kansas, 3
1856,the Supreme Court: 1,the Supreme Court, 1
1856,new States: 1,new States, 1
1856,Territories of: 1,Territories of, 1
1856,the Federal Government: 1,the Federal Government, 1
1856,Southern: 1,Southern, 1
1856,the Union for the systematic promotion: 1,the Union for the systematic promotion, 1
1856,Iowa: 1,Iowa, 1
1856,Kansas Congress: 1,Kansas Congress, 1
1856,Unwise: 1,Unwise, 1
1856,the organic law of the Territory: 1,the organic law of the Territory, 1
1856,the Departments of State: 1,the Departments of State, 1
1856,Treasury: 5,Treasury, 5
1856,the Treasury Department: 1,the Treasury Department, 1
1856,Texas: 1,Texas, 1
1856,Department: 2,Department, 2
1856,American: 2,American, 2
1856,the Ordnance Department: 1,the Ordnance Department, 1
1856,Interior: 1,Interior, 1
1856,Indian: 1,Indian, 1
1856,the District of Columbia: 1,the District of Columbia, 1
1856,Department of the Government: 1,Department of the Government, 1
1856,"Congress of June 22, 1854: 1","Congress of June 22, 1854", 1
1856,the Post-Office Department: 1,the Post-Office Department, 1
1856,the Postmaster-General: 2,the Postmaster-General, 2
1856,the Panama Railroad Company: 5,the Panama Railroad Company, 5
1856,Tehuantepec: 1,Tehuantepec, 1
1856,Nicaragua: 4,Nicaragua, 4
1856,The United States: 1,The United States, 1
1856,Central America: 2,Central America, 2
1856,Great Britain: 8,Great Britain, 8
1856,the Isthmus of Panama: 2,the Isthmus of Panama, 2
1856,Honduras: 1,Honduras, 1
1856,London: 1,London, 1
1856,Senate: 1,Senate, 1
1856,British: 2,British, 2
1856,North American Provinces: 1,North American Provinces, 1
1856,the British Provinces in America: 1,the British Provinces in America, 1
1856,the British Provinces: 1,the British Provinces, 1
1856,Administration: 2,Administration, 2
1856,Baltic: 1,Baltic, 1
1856,Denmark: 3,Denmark, 3
1856,European: 3,European, 3
1856,Spain: 1,Spain, 1
1856,Cuba: 1,Cuba, 1
1856,Russia: 3,Russia, 3
1856,the States of Europe: 1,the States of Europe, 1
1856,Austria: 1,Austria, 1
1856,Prussia: 1,Prussia, 1
1856,Sardinia: 1,Sardinia, 1
1856,Turkey: 2,Turkey, 2
1856,Paris: 7,Paris, 7
